OBJECTID,Id,St_label,Labelside,Address,Numberreal,Occupantre,Dm,DetailCat,StreetName,Angle,Direction
21835,106619,Bleeker Street,L,260 BLEECKER STREET,260,Faicco's Sausage,,Convenience Store,Bleecker St,-29.19748604,S
21836,106620,Bleeker Street,L,262 BLEECKER STREET,262,Trattoria Pesce Pasta,8/24/2015,Restaurant,Bleecker St,-29.19748604,S
21837,106621,Bleeker Street,L,264 BLEECKER STREET,264,Murray's Cheese Wine Bar,5/23/2013,Bar,Bleecker St,-29.19748604,S
21838,106622,Bleeker Street,L,266 BLEECKER STREET,266,BookBook,12/23/2009,Books,Bleecker St,-29.19748604,S
21839,106623,Bleeker Street,L,268 BLEECKER STREET,268,Vacant (Available),8/22/2016,Vacant,Morton St,72.47443163,W
21840,106624,Bleeker Street,L,270 BLEECKER STREET,270,Vacant (Available),8/4/2016,Vacant,Morton St,72.47443163,W
21841,106625,Bleeker Street,L,272 BLEECKER STREET,272,W&J Bleecker Farm Grocery,,Grocery,Bleecker St,-32.19573394,S
21842,106626,Bleeker Street,L,272 BLEECKER STREET,272,Cones,,Candy/Gifts/Cards,Bleecker St,-32.19573394,S
21843,106627,Bleeker Street,L,272 BLEECKER STREET,278,John's Original Brick Oven,,Restaurant,Bleecker St,-32.00538321,S
21844,106628,Bleeker Street,L,280 BLEECKER STREET,280,Fish Restaurant,,Restaurant,Bleecker St,-32.00538321,S
21845,106629,Bleeker Street,L,284 BLEECKER STREET,282,Kumo Sushi,6/4/2012,Restaurant,Bleecker St,-32.00538321,S
21846,106630,Bleeker Street,L,284 BLEECKER STREET,284,Caliente Cab,7/20/2016,Restaurant,Bleecker St,-32.00538321,S
21847,106631,Bleeker Street,L,296 BLEECKER STREET,296,5 Guys Burgers and Fries,6/26/2008,Quick Service Restaurant,Barrow St,73.40524643,W
21848,106632,Bleeker Street,L,298 BLEECKER STREET,298,Workshop,12/12/2016,Fashion:Upscale,Barrow St,73.40524643,W
21849,106633,Bleeker Street,L,300 BLEECKER STREET,300,3NY,2/4/2013,Fashion:Upscale,Bleecker St,-29.35775354,S
21850,106634,Bleeker Street,L,300 BLEECKER STREET,302,Nisi,12/12/2016,Restaurant,Bleecker St,-29.35775354,S
21851,106635,Bleeker Street,L,304 BLEECKER STREET,304,JPress,4/7/2013,Fashion:Upscale,Bleecker St,-29.35775354,S
21852,106636,Bleeker Street,L,306 BLEECKER STREET,306,Vacant (Available),11/23/2009,Vacant,Bleecker St,-29.35775354,S
21853,106637,Bleeker Street,L,308 BLEECKER STREET,308,Versani,5/6/2015,Accessories,Bleecker St,-29.35775354,S
21854,106638,Bleeker Street,L,310 BLEECKER STREET,312,SEE Eyewear,6/11/2007,Optical,Bleecker St,-29.35775354,S
21855,106639,Bleeker Street,L,312 BLEECKER STREET,314,A.O.C. Restaurant,,Restaurant,Grove St,72.89727103,W
21856,106640,Bleeker Street,L,316 BLEECKER STREET,316,Marine Layer,2/24/2015,Fashion:Upscale,Grove St,72.89727103,W
21857,106641,Bleeker Street,,318 BLEECKER STREET,316,delete,,Available,Bleecker St,-30.96375653,
21858,106642,Bleeker Street,L,318 BLEECKER STREET,318,Mo: Vint,6/27/2016,Fashion:Upscale,Bleecker St,-30.96375653,S
21859,106643,Bleeker Street,L,318 BLEECKER STREET,320,Andrade Shoe Repair,,Misc Service,Bleecker St,-30.96375653,S
21860,106644,Bleeker Street,L,324 BLEECKER STREET,322,Beautiful Tibet,,Other,Bleecker St,-30.96375653,S
21861,106645,Bleeker Street,L,326 BLEECKER STREET,324,Blue Nile,,Other,Bleecker St,-30.96375653,S
21862,106646,Bleeker Street,L,328 BLEECKER STREET,328,Maison Kayser,2/24/2015,Caf??,Christopher St,82.61395685,W
21863,106647,Bleeker Street,L,330 BLEECKER STREET,330,Anine Bing,3/5/2015,Fashion:Upscale,Christopher St,82.61395685,W
21864,106648,Bleeker Street,L,330 BLEECKER STREET,332,Your Neighborhood Office,,Other,Bleecker St,-27.97947439,S
21865,106649,Bleeker Street,,330 BLEECKER STREET,334,Delete,11/4/2015,,Bleecker St,-27.97947439,
21866,106650,Bleeker Street,L,330 BLEECKER STREET,334-338,Vacant (Available),4/14/2017,Available,Bleecker St,-27.97947439,S
21867,106651,Bleeker Street,L,340 BLEECKER STREET,340,Vacant (Available),6/5/2014,Vacant,Bleecker St,-27.97947439,S
21868,106652,Bleeker Street,L,340 BLEECKER STREET,342,Vacant (Available),8/4/2016,Vacant,Bleecker St,-27.97947439,S
21869,106653,Bleeker Street,L,340 BLEECKER STREET,346,Village Apothecary,,Misc Service,W 10th St,81.40408856,W
21870,106654,Bleeker Street,L,350 BLEECKER STREET,350,Vacant (Available),1/9/2015,Vacant,Bleecker St,-14.65675112,S
21871,106655,Bleeker Street,L,350 BLEECKER STREET,350,Sarah Pacini,1/16/2013,Fashion:Upscale,Bleecker St,-14.65675112,S
21872,106656,Bleeker Street,,350 BLEECKER STREET,350,Delete,10/25/2010,,Bleecker St,-14.65675112,
21873,106657,Bleeker Street,L,368 BLEECKER STREET,368,James Perse,3/5/2015,Fashion:Upscale,Charles St,81.31364542,W
21874,106658,Bleeker Street,L,368 BLEECKER STREET,370,L'Objet,4/14/2017,Home Furnishings,Bleecker St,-15.9453959,S
21875,106659,Bleeker Street,L,368 BLEECKER STREET,372-374,Orla Kiely,12/12/2016,Fashion:Upscale,Bleecker St,-15.9453959,S
21876,106660,Bleeker Street,L,376 BLEECKER STREET,376,Cynthia Rowley,,Fashion:Upscale,Bleecker St,-15.9453959,S
21877,106661,Bleeker Street,L,378 BLEECKER STREET,378,Hotoveli,11/8/2011,Accessories,Bleecker St,-15.9453959,S
21878,106662,Bleeker Street,L,380 BLEECKER STREET,380,Vacant (available),12/12/2016,Vacant,Bleecker St,-15.9453959,S
21879,106663,Bleeker Street,L,92 PERRY STREET,382,Havaianas,6/27/2016,Accessories,Bleecker St,-15.9453959,S
21880,106664,Bleeker Street,L,92 PERRY STREET,384,Michael Kors,1/6/2011,Fashion:Upscale,Bleecker St,-15.9453959,S
21881,106665,Bleeker Street,L,386 BLEECKER STREET,386,Robert Marc,3/5/2015,Optical,Perry St,82.0792601,W
21882,106666,Bleeker Street,L,388 BLEECKER STREET,388,Fresh,1/6/2011,Cosmetics: Cosmetic Stores,Bleecker St,-16.05998731,S
21883,106667,Bleeker Street,L,390 BLEECKER STREET,390,Club Monaco,2/24/2015,Fashion:Mainstream,Bleecker St,-16.05998731,S
21884,106668,Bleeker Street,L,392 BLEECKER STREET,392,Vacant (Available),4/14/2017,Fashion:Upscale,Bleecker St,-16.05998731,S
21885,106669,Bleeker Street,L,394 BLEECKER STREET,394,Vacant (Available),4/14/2017,Candy/Gifts/Cards,Bleecker St,-16.05998731,S
21886,106670,Bleeker Street,L,398 BLEECKER STREET,396,Christofle,11/4/2015,Accessories,Bleecker St,-16.05998731,S
21887,106671,Bleeker Street,L,288 WEST 11 STREET,400,Kade Spade Accessories,11/4/2015,Salon/Spa,Bleecker St,-16.05998731,S
21888,106672,Bleeker Street,L,288 WEST 11 STREET,400,Bookmarc,9/20/2010,Books,Bleecker St,-16.05998731,S
21889,106673,Bleeker Street,,580 HUDSON STREET,404,Delete,10/25/2010,,Bleecker St,-18.43494882,
21890,106674,Bleeker Street,R,15 CARMINE STREET,233,Grom Gelato,5/28/2008,Candy/Gifts/Cards,Bleecker St,-29.63838369,N
21891,106675,Bleeker Street,,15 CARMINE STREET,233,delete,9/22/2016,,Bleecker St,-29.63838369,
21892,106676,Bleeker Street,R,15 CARMINE STREET,235,Bisous Ciao,2/26/2013,Caf??,Bleecker St,-29.63838369,N
21893,106677,Bleeker Street,R,15 CARMINE STREET,237,Vacant (Available),2/22/2013,Vacant,Bleecker St,-29.63838369,N
21894,106678,Bleeker Street,R,239 BLEECKER STREET,239,Starbucks,10/7/2014,Caf??,Bleecker St,-29.63838369,N
21895,106679,Bleeker Street,R,241 BLEECKER STREET,241,Carre des Artists,11/12/2013,Gallery,Bleecker St,-29.63838369,N
21896,106680,Bleeker Street,R,243 BLEECKER STREET,243,Rocco's Espresso Caf??,,Caf??,Bleecker St,-29.63838369,N
21897,106681,Bleeker Street,R,245 BLEECKER STREET,256,Juice Generation,8/4/2016,Juice Bars,Bleecker St,-29.63838369,N
21898,106682,Bleeker Street,R,247 BLEECKER STREET,247,L'Occitane,,Cosmetics: Cosmetic Stores,Bleecker St,-29.63838369,N
21899,106683,Bleeker Street,R,249 BLEECKER STREET,249,Oliviers and Co.,10/27/2010,Other,Bleecker St,-29.63838369,N
21900,106684,Bleeker Street,R,251 BLEECKER STREET,251,Design for Printing and Publishing,,Education,Bleecker St,-28.61045967,N
21901,106685,Bleeker Street,R,253 BLEECKER STREET,253,Royce,4/7/2013,Candy/Gifts/Cards,Bleecker St,-28.61045967,N
21902,106686,Bleeker Street,R,255 BLEECKER STREET,255,Tacombi,7/20/2016,Restaurant,Bleecker St,-28.61045967,N
21903,106687,Bleeker Street,R,257 BLEECKER STREET,257,Vacant (Available),7/20/2016,Vacant,Cornelia St,70.12092565,E
21904,106688,Bleeker Street,R,259 BLEECKER STREET,259,The Mobile Spa,5/23/2013,Salon/Spa,Bleecker St,-29.19748604,N
21905,106689,Bleeker Street,R,259 BLEECKER STREET,259,Baker & Co.,11/18/2014,Restaurant,Bleecker St,-29.19748604,N
21906,106690,Bleeker Street,R,259 BLEECKER STREET,259,Vacant (Available),8/22/2016,Vacant,Bleecker St,-29.19748604,N
21907,106691,Bleeker Street,R,259 BLEECKER STREET,263,Toosh,12/8/2011,Fashion:Mainstream,Bleecker St,-29.19748604,N
21908,106692,Bleeker Street,R,265 BLEECKER STREET,265,Vacant (Available),2/1/2016,Vacant,Bleecker St,-29.19748604,N
21909,106693,Bleeker Street,R,265 BLEECKER STREET,267,Vacant (Available),2/1/2016,Vacant,Bleecker St,-29.19748604,N
21910,106694,Bleeker Street,,269 BLEECKER STREET,269,Delete,10/25/2010,,Bleecker St,-29.19748604,
21911,106695,Bleeker Street,R,271 BLEECKER STREET,271,Keste,12/23/2009,Restaurant,Bleecker St,-29.19748604,N
21912,106696,Bleeker Street,R,273 BLEECKER STREET,273,Matt Umanov Guitars,,Other,Bleecker St,-32.19573394,N
21913,106697,Bleeker Street,R,275 BLEECKER STREET,275,DAVIDs Tea,12/8/2011,Caf??,Bleecker St,-32.19573394,N
21914,106698,Bleeker Street,R,277 BLEECKER STREET,277,Kryolan (Available),8/22/2016,Salon/Spa,Bleecker St,-32.19573394,N
21915,106699,Bleeker Street,R,281 BLEECKER STREET,281,Blind Tiger Restaurant,6/11/2007,Restaurant,Jones St,70.61548432,E
21916,106700,Bleeker Street,R,283 BLEECKER STREET,283,Bantam Bagels,11/18/2014,Quick Service Restaurant,Bleecker St,-32.00538321,N
21917,106701,Bleeker Street,R,287 BLEECKER STREET,285,Ottomanelli's Meat Market,,Grocery,Bleecker St,-32.00538321,N
21918,106702,Bleeker Street,R,287 BLEECKER STREET,287,Vacant (Available),8/22/2016,Vacant,Bleecker St,-32.00538321,N
21919,106703,Bleeker Street,R,289 BLEECKER STREET,289,Pagani,11/12/2013,Restaurant,Bleecker St,-32.00538321,N
21920,106704,Bleeker Street,R,303 BLEECKER STREET,301,Zena Clairvoyant,,Other,Bleecker St,-29.35775354,N
21921,106705,Bleeker Street,R,305 BLEECKER STREET,303,Residential,,Residential,Bleecker St,-29.35775354,N
21922,106706,Bleeker Street,R,309 BLEECKER STREET,311,REISS,4/13/2007,Fashion:Upscale,Bleecker St,-29.35775354,N
21923,106707,Bleeker Street,R,315 BLEECKER STREET,315,Caudalie,1/16/2013,Salon/Spa,Bleecker St,-29.35775354,N
21924,106708,Bleeker Street,R,317 BLEECKER STREET,317,Scotch & Soda,4/23/2015,Fashion:Upscale,Bleecker St,-30.96375653,N
21925,106709,Bleeker Street,R,317 BLEECKER STREET,319,Saint James,12/12/2016,Fashion:Upscale,Bleecker St,-30.96375653,N
21926,106710,Bleeker Street,R,317 BLEECKER STREET,319,Saint James,10/7/2013,Fashion:Upscale,Bleecker St,-30.96375653,N
21927,106711,Bleeker Street,,317 BLEECKER STREET,321,Delete,4/8/2013,,Bleecker St,-30.96375653,
21928,106712,Bleeker Street,R,317 BLEECKER STREET,321,Store closing,6/27/2016,Vacant,Bleecker St,-30.96375653,N
21929,106713,Bleeker Street,R,323 BLEECKER STREET,323,Variazioni (Available),6/24/2013,Fashion:Upscale,Bleecker St,-30.96375653,N
21930,106714,Bleeker Street,R,323 BLEECKER STREET,325,Arianna Skincare,3/5/2015,Salon/Spa,Bleecker St,-30.96375653,N
21931,106715,Bleeker Street,,327 BLEECKER STREET,327,delete,10/29/2015,,Bleecker St,-30.96375653,
21932,106716,Bleeker Street,R,329 BLEECKER STREET,91,Accessorize,1/24/2011,Accessories,Bleecker St,-27.97947439,N
21933,106717,Bleeker Street,R,329 BLEECKER STREET,333,Larsson and Jennings,12/12/2016,Accessories,Bleecker St,-27.97947439,N
21934,106718,Bleeker Street,R,335 BLEECKER STREET,335,Rituals,6/27/2016,Cosmetics: Cosmetic Stores,Bleecker St,-27.97947439,N
21935,106719,Bleeker Street,R,335 BLEECKER STREET,337,Goorin Hats,2/9/2011,Accessories,Bleecker St,-27.97947439,N
21936,106720,Bleeker Street,R,341 BLEECKER STREET,341,Aesop,10/19/2012,Cosmetics: Cosmetic Stores,Bleecker St,-27.97947439,N
21937,106721,Bleeker Street,R,345 BLEECKER STREET,345,Vacant,6/27/2016,Vacant,Bleecker St,-27.97947439,N
21938,106722,Bleeker Street,R,347 BLEECKER STREET,347,7 for all Mankind (Available),5/8/2015,Fashion:FastFashion/Affordable/Value,W 10th St,81.46923439,E
21939,106723,Bleeker Street,R,213 WEST 10 STREET,353,MAC Cosmetics,1/16/2013,Cosmetics: Cosmetic Stores,Bleecker St,-14.65675112,N
21940,106724,Bleeker Street,R,213 WEST 10 STREET,351,Sunglass Hut,1/4/2008,Accessories,Bleecker St,-14.65675112,N
21941,106725,Bleeker Street,R,213 WEST 10 STREET,351,Faherty (Pop-up),1/6/2016,Vacant,W 10th St,81.46923439,E
21942,106726,Bleeker Street,R,213 WEST 10 STREET,353,Gant,6/2/2010,Fashion:Upscale,Bleecker St,-14.65675112,N
21943,106727,Bleeker Street,R,213 WEST 10 STREET,353,The Organic Pharmacy,3/11/2014,Pharmacy,Bleecker St,-14.65675112,N
21944,106728,Bleeker Street,R,213 WEST 10 STREET,353,Alexis Bittar,3/26/2008,Accessories,Bleecker St,-14.65675112,N
21945,106729,Bleeker Street,R,355 BLEECKER STREET,355,Steven by Steve Madden,3/24/2011,Accessories,Bleecker St,-14.65675112,N
21946,106730,Bleeker Street,R,357 BLEECKER STREET,357,Paul Smith (Temp),1/6/2016,Fashion:Upscale,Bleecker St,-14.65675112,N
